Gal,System,Pos,Planeta / Nazwa (Aktywność),Księżyc,PZ,Status,Gracz,Sojusz,Akcja,Pozycja,PlayerId,PlanetId,Komentarz covidu,,
,,,5739 planet / 9 opuszczonych,230 moonów,,,zielony = idler,1813 idlerów,,,,, by matej & polkin3run & rabus,,
,,,,,,,,,,,,,,,
1,25,9,___ (17 min),,,,WildOwl,-,Szpieguj,74,1031,3548,,369,102509
1,26,1,,,,,,,,0,0,0,,376,102601
1,26,10,DISCOBANIA,,,,kebabowicz,EiR,Szpieguj,24,29,28,,385,102610
1,26,11,,,,,,,,0,0,0,,386,102611
1,26,12,,,,,,,,0,0,0,,387,102612
1,26,13,,,,,,,,0,0,0,,388,102613
1,26,14,,,,,,,,0,0,0,,389,102614
1,26,15,,,,,,,,0,0,0,,390,102615
1,26,2,,,,,,,,0,0,0,,377,102602
1,26,3,,,,,,,,0,0,0,,378,102603
1,26,4,J384C P15 (22 min),,,,dbk,F.o.A,Szpieguj,713,1928,1927,,379,102604
1,26,5,,,,,,,,0,0,0,,380,102605
1,26,6,J3B4C P15 v2,,,,dbk,F.o.A,Szpieguj,713,1928,4681,,381,102606
1,26,7,,,,,,,,0,0,0,,382,102607
1,26,8,,,,,,,,0,0,0,,383,102608
1,26,9,,,,,,,,0,0,0,,384,102609
1,27,1,,,,,,,,0,0,0,,391,102701
1,27,10,Gamma (37 min),,,,desbatory,CO5G,Szpieguj,260,1033,3698,,400,102710
1,27,11,Antena 6G (46 min),"śr: 6.633, temp: -50",,,polkin3run,CO5G,Szpieguj,265,30,29,,401,102711
1,27,12,Delta (36 min),,,,desbatory,CO5G,Szpieguj,260,1033,4849,,402,102712
1,27,13,Fabryka kiboli z cov,,"Metal: 0, Kryształ: 1.400",,polkin3run,CO5G,Szpieguj,265,30,6141,,403,102713
1,27,14,,,,,,,,0,0,0,,404,102714
1,27,15,,,,,,,,0,0,0,,405,102715
1,27,2,,,,,,,,0,0,0,,392,102702
1,27,3,Planeta macierzysta (*),,,,mwl,-,Szpieguj,813,1929,1928,,393,102703
1,27,4,,,,,,,,0,0,0,,394,102704
1,27,5,,,,,,,,0,0,0,,395,102705
1,27,6,Generator Gorączki,,"Metal: 0, Kryształ: 7.000",,polkin3run,CO5G,Szpieguj,265,30,4382,,396,102706
1,27,7,Alfa (21 min),,,,desbatory,CO5G,Szpieguj,260,1033,1032,,397,102707
1,27,8,Beta (36 min),,,,desbatory,CO5G,Szpieguj,260,1033,2608,,398,102708
1,27,9,Stacja płaskoziemców,,,,polkin3run,CO5G,Szpieguj,265,30,3042,,399,102709
1,28,1,,,,,,,,0,0,0,,406,102801
1,28,10,,,,,,,,0,0,0,,415,102810
1,28,11,Planeta macierzysta,,,i,Tutatong,-,Szpieguj,1317,1930,1929,,416,102811
1,28,12,,,,,,,,0,0,0,,417,102812
1,28,13,,,,,,,,0,0,0,,418,102813
1,28,14,,,,,,,,0,0,0,,419,102814
1,28,15,,,,,,,,0,0,0,,420,102815
1,28,2,,,,,,,,0,0,0,,407,102802
1,28,3,,,,,,,,0,0,0,,408,102803
1,28,4,Main Planet,,,i,babuarasz,-,Szpieguj,1818,1034,1033,,409,102804
1,28,5,,,,,,,,0,0,0,,410,102805
1,28,6,Main Planet,,,,gaius,LUMP,Szpieguj,42,31,30,,411,102806
1,28,7,covid,,,,kabaszma,-,Szpieguj,965,2710,6469,,412,102807
1,28,8,maszt 5g (46 min),,,,kabaszma,-,Szpieguj,965,2710,5522,,413,102808
1,28,9,,,,,,,,0,0,0,,414,102809
1,29,1,,,,,,,,0,0,0,,421,102901
1,29,10,TymbarkJapkoWiśnia,,,i,JaNa5min,-,Szpieguj,1819,1035,1034,,430,102910
1,29,11,,,,,,,,0,0,0,,431,102911
1,29,12,Planeta macierzysta (*),,,i,Tomek,-,Szpieguj,1117,32,31,,432,102912
1,29,13,,,,,,,,0,0,0,,433,102913
1,29,14,,,,,,,,0,0,0,,434,102914
1,29,15,,,,,,,,0,0,0,,435,102915
1,29,2,,,,,,,,0,0,0,,422,102902
1,29,3,,,,,,,,0,0,0,,423,102903
1,29,4,,,,,,,,0,0,0,,424,102904
1,29,5,Portowa Tawerna (56 min),,,,piotrek,-,Szpieguj,416,1037,5623,,425,102905
1,29,6,Elgaz,,,,KryptaVHS,-,Szpieguj,458,1931,1930,,426,102906
1,29,7,Video Rondo,,,,KryptaVHS,-,Szpieguj,458,1931,3381,,427,102907
1,29,8,Vision,,,,KryptaVHS,-,Szpieguj,458,1931,4117,,428,102908
1,29,9,Imperial,,,,KryptaVHS,-,Szpieguj,458,1931,6194,,429,102909
1,30,1,,,,,,,,0,0,0,,436,103001
1,30,10,,,,,,,,0,0,0,,445,103010
1,30,11,Patapom,,,u,Wolf3D,-,Szpieguj,1204,1932,1931,,446,103011
1,30,12,,,,,,,,0,0,0,,447,103012
1,30,13,,,,,,,,0,0,0,,448,103013
1,30,14,,,,,,,,0,0,0,,449,103014
1,30,15,,,,,,,,0,0,0,,450,103015
1,30,2,,,,,,,,0,0,0,,437,103002
1,30,3,,,,,,,,0,0,0,,438,103003
1,30,4,,,,,,,,0,0,0,,439,103004
1,30,5,,,,,,,,0,0,0,,440,103005
1,30,6,Planeta macierzysta (37 min),,,i,Kirian,-,Szpieguj,1381,1036,1035,,441,103006
1,30,7,Doskozzza,,,u,panq13,-,Szpieguj,215,1039,3725,,442,103007
1,30,8,Typ niepokorny,,,u,panq13,-,Szpieguj,215,1039,3314,,443,103008
1,30,9,,,,,,,,0,0,0,,444,103009
1,31,1,,,,,,,,0,0,0,,451,103101
1,31,10,,,,,,,,0,0,0,,460,103110
1,31,11,,,,,,,,0,0,0,,461,103111
1,31,12,Planeta macierzysta,,,i,Scatper,-,Szpieguj,2095,2711,5551,,462,103112
1,31,13,,,,,,,,0,0,0,,463,103113
1,31,14,,,,,,,,0,0,0,,464,103114
1,31,15,,,,,,,,0,0,0,,465,103115
1,31,2,,,,,,,,0,0,0,,452,103102
1,31,3,Main Planet,,,i,michulu,-,Szpieguj,2364,1933,1932,,453,103103
1,31,4,theGreatest (*),,,,evildeeds,-,Szpieguj,704,34,33,,454,103104
1,31,5,Kolonia karna (37 min),,,,piotrek,-,Szpieguj,416,1037,2667,,455,103105
1,31,6,Gwiazdka (37 min),,,,piotrek,-,Szpieguj,416,1037,3648,,456,103106
1,31,7,Willa Karpatka (37 min),,,,piotrek,-,Szpieguj,416,1037,1036,,457,103107
1,31,8,,,,,,,,0,0,0,,458,103108
1,31,9,,,,,,,,0,0,0,,459,103109
1,32,1,,,,,,,,0,0,0,,466,103201
1,32,10,,,,,,,,0,0,0,,475,103210
1,32,11,Planeta macierzysta,,,i,Bobik90,-,Szpieguj,1473,1038,1037,,476,103211
1,32,12,,,,,,,,0,0,0,,477,103212
1,32,13,,,,,,,,0,0,0,,478,103213
1,32,14,,,,,,,,0,0,0,,479,103214
1,32,15,,,,,,,,0,0,0,,480,103215
1,32,2,,,,,,,,0,0,0,,467,103202
1,32,3,Main Planet (22 min),,,,sevenofnine_pl,-,Szpieguj,281,35,34,,468,103203
1,32,4,Helion Prime (25 min),,,,patryk20lody,-,Szpieguj,722,2712,5596,,469,103204
1,32,5,Main Planet,,,i,badray,-,Szpieguj,1870,1934,1933,,470,103205
1,32,6,Nova (25 min),,,,patryk20lody,-,Szpieguj,722,2712,6178,,471,103206
1,32,7,Korriban,,,u,emenems,CO5G,Szpieguj,180,1915,6146,,472,103207
1,32,8,Morpheus (25 min),,,,patryk20lody,-,Szpieguj,722,2712,5887,,473,103208
1,32,9,Kolonia,,,,sevenofnine_pl,-,Szpieguj,281,35,5951,,474,103209
1,33,1,,,,,,,,0,0,0,,481,103301
1,33,10,Maszt 5G,,,u,ztegochlebamakiniebedzie,-,Szpieguj,887,36,35,,490,103310
1,33,11,,,,,,,,0,0,0,,491,103311
1,33,12,Nowy Maszt 5G (*),,,,11TP,-,Szpieguj,201,2713,5628,,492,103312
1,33,13,,,,,,,,0,0,0,,493,103313
1,33,14,,,,,,,,0,0,0,,494,103314
1,33,15,,,,,,,,0,0,0,,495,103315
1,33,2,,,,,,,,0,0,0,,482,103302
1,33,3,Planeta macierzysta,,,i,Debren,-,Szpieguj,1281,1935,1934,,483,103303
1,33,4,Kolonia (56 min),,,,piotrek,-,Szpieguj,416,1037,6291,,484,103304
1,33,5,theHaziest (*),,,,evildeeds,-,Szpieguj,704,34,6495,,485,103305
1,33,6,Dosko,,,u,panq13,-,Szpieguj,215,1039,1038,,486,103306
1,33,7,Oddawaj za narty (17 min),,,,11TP,-,Szpieguj,201,2713,6112,,487,103307
1,33,8,40 i 4,,,u,panq13,-,Szpieguj,215,1039,2759,,488,103308
1,33,9,Pomarańcza (*),,,,Kwilos,CO5G,Szpieguj,338,60,6201,,489,103309
1,34,1,,,,,,,,0,0,0,,496,103401
1,34,10,Main Planet,,,i,Radek1980,-,Szpieguj,2501,2714,5647,,505,103410
1,34,11,,,,,,,,0,0,0,,506,103411
1,34,12,,,,,,,,0,0,0,,507,103412
1,34,13,,,,,,,,0,0,0,,508,103413
1,34,14,,,,,,,,0,0,0,,509,103414
1,34,15,,,,,,,,0,0,0,,510,103415
1,34,2,,,,,,,,0,0,0,,497,103402
1,34,3,Planeta macierzysta,,,i,Zwodnik,-,Szpieguj,1550,1040,1039,,498,103403
1,34,4,Aterno,,,u,Alibaba,-,Szpieguj,427,37,36,,499,103404
1,34,5,,,,,,,,0,0,0,,500,103405
1,34,6,,,,,,,,0,0,0,,501,103406
1,34,7,,,,,,,,0,0,0,,502,103407
1,34,8,Planeta Exdziewczyn (36 min),,,i,comrack,-,Szpieguj,661,43,4034,,503,103408
1,34,9,,,,,,,,0,0,0,,504,103409
1,35,1,,,,,,,,0,0,0,,511,103501
1,35,10,,,,,,,,0,0,0,,520,103510
1,35,11,,,,,,,,0,0,0,,521,103511
1,35,12,Planeta macierzysta,,,i,InkE,-,Szpieguj,1986,1041,1040,,522,103512
1,35,13,,,,,,,,0,0,0,,523,103513
1,35,14,,,,,,,,0,0,0,,524,103514
1,35,15,,,,,,,,0,0,0,,525,103515
1,35,2,,,,,,,,0,0,0,,512,103502
1,35,3,,,,,,,,0,0,0,,513,103503
1,35,4,,,,,,,,0,0,0,,514,103504
1,35,5,,,,,,,,0,0,0,,515,103505
1,35,6,,,,,,,,0,0,0,,516,103506
1,35,7,NIC TU NIE MA (23 min),,,,fate,CO5G,Szpieguj,267,2341,6373,,517,103507
1,35,8,za gr0000by by żyć,,,,gr0000by,CO5G,Szpieguj,151,1042,2786,,518,103508
1,35,9,Q-tax,,,,Szisoko,CO5G,Szpieguj,290,38,37,,519,103509
1,36,1,,,,,,,,0,0,0,,526,103601
1,36,10,Like Earth (36 min),,,,jot_eu,cpt JACK,Szpieguj,769,1936,6386,,535,103610
1,36,11,Main Planet,,,i,oddajflote,-,Szpieguj,2502,2715,5648,,536,103611
1,36,12,Tomon,,,,Karlos02,CO5G,Szpieguj,247,39,3516,,537,103612
1,36,13,,,,,,,,0,0,0,,538,103613
1,36,14,,,,,,,,0,0,0,,539,103614
1,36,15,,,,,,,,0,0,0,,540,103615
1,36,2,,,,,,,,0,0,0,,527,103602
1,36,3,,,,,,,,0,0,0,,528,103603
1,36,4,,,,,,,,0,0,0,,529,103604
1,36,5,Atiipe (28 min),,,,Karlos02,CO5G,Szpieguj,247,39,38,,530,103605
1,36,6,za gr0000by by stać,,,,gr0000by,CO5G,Szpieguj,151,1042,1041,,531,103606
1,36,7,Per aspera ad astra (36 min),,,,jot_eu,cpt JACK,Szpieguj,769,1936,1935,,532,103607
1,36,8,Balea,,,,Karlos02,CO5G,Szpieguj,247,39,4296,,533,103608
1,36,9,Homo-HIV (41 min),,,,Szisoko,CO5G,Szpieguj,290,38,3104,,534,103609
1,37,1,,,,,,,,0,0,0,,541,103701
1,37,10,Bad bad bad,,,,badass,-,Szpieguj,700,40,2705,,550,103710
1,37,11,Bad bad bad,,,,badass,-,Szpieguj,700,40,4238,,551,103711
1,37,12,Bad bad bad,,,,badass,-,Szpieguj,700,40,4753,,552,103712
1,37,13,Kolonia,,,,Kaszanka,MASA,Szpieguj,353,1937,5629,,553,103713
1,37,14,Kolonia,,,,Kaszanka,MASA,Szpieguj,353,1937,5988,,554,103714
1,37,15,,,,,,,,0,0,0,,555,103715
1,37,2,,,,,,,,0,0,0,,542,103702
1,37,3,Planeta macierzysta,,,,Kaszanka,MASA,Szpieguj,353,1937,1936,,543,103703
1,37,4,Kolonia (58 min),,,,Kaszanka,MASA,Szpieguj,353,1937,3924,,544,103704
1,37,5,Kolonia (*),,,,Kaszanka,MASA,Szpieguj,353,1937,4161,,545,103705
1,37,6,dd,,,,Zzetka,-,Szpieguj,374,1043,4774,,546,103706
1,37,7,nononono,,,,Zzetka,-,Szpieguj,374,1043,3933,,547,103707
1,37,8,Chillout,,,,Zzetka,-,Szpieguj,374,1043,1042,,548,103708
1,37,9,Bad bad bad,,,,badass,-,Szpieguj,700,40,39,,549,103709
1,38,1,,,,,,,,0,0,0,,556,103801
1,38,10,,,,,,,,0,0,0,,565,103810
1,38,11,,,,,,,,0,0,0,,566,103811
1,38,12,,,,,,,,0,0,0,,567,103812
1,38,13,,,,,,,,0,0,0,,568,103813
1,38,14,,,,,,,,0,0,0,,569,103814
1,38,15,,,,,,,,0,0,0,,570,103815
1,38,2,,,,,,,,0,0,0,,557,103802
1,38,3,Planeta macierzysta,,,i,LinQ,-,Szpieguj,2047,1938,1937,,558,103803
1,38,4,,,,,,,,0,0,0,,559,103804
1,38,5,Planeta macierzysta,,,i,archanger,-,Szpieguj,1482,1044,1043,,560,103805
1,38,6,opdonderen,,,,Zzetka,-,Szpieguj,374,1043,5474,,561,103806
1,38,7,Vicovaro (18 min),,,i,ChupaChups,KM,Szpieguj,682,41,4688,,562,103807
1,38,8,dikke,,,,Zzetka,-,Szpieguj,374,1043,5965,,563,103808
1,38,9,Nilfgaard (18 min),,,i,ChupaChups,KM,Szpieguj,682,41,40,,564,103809
1,39,1,,,,,,,,0,0,0,,571,103901
1,39,10,Planeta macierzysta,,,i,Mezir,-,Szpieguj,2365,1939,1938,,580,103910
1,39,11,,,,,,,,0,0,0,,581,103911
1,39,12,,,,,,,,0,0,0,,582,103912
1,39,13,,,,,,,,0,0,0,,583,103913
1,39,14,,,,,,,,0,0,0,,584,103914
1,39,15,,,,,,,,0,0,0,,585,103915
1,39,2,,,,,,,,0,0,0,,572,103902
1,39,3,Planeta macierzysta (35 min),,,i,SDbit,-,Szpieguj,998,42,41,,573,103903
1,39,4,,,,,,,,0,0,0,,574,103904
1,39,5,Kolonia (35 min),,,i,paradys,-,Szpieguj,1107,1045,2808,,575,103905
1,39,6,Planeta macierzysta (35 min),,,i,paradys,-,Szpieguj,1107,1045,1044,,576,103906
1,39,7,Napleta Michałowa,,,,dokch,JEDEN,Szpieguj,420,154,3798,,577,103907
1,39,8,Kolonia (35 min),,,i,SDbit,-,Szpieguj,998,42,2599,,578,103908
1,39,9,,,,,,,,0,0,0,,579,103909
1,40,1,,,,,,,,0,0,0,,586,104001
1,40,10,,,,,,,,0,0,0,,595,104010
1,40,11,,,,,,,,0,0,0,,596,104011
1,40,12,Planeta macierzysta,,,i,michalonex,-,Szpieguj,1498,1046,1045,,597,104012
1,40,13,,,,,,,,0,0,0,,598,104013
1,40,14,,,,,,,,0,0,0,,599,104014
1,40,15,,,,,,,,0,0,0,,600,104015
1,40,2,,,,,,,,0,0,0,,587,104002
1,40,3,Planeta macierzysta,,,i,BratMichaua,-,Szpieguj,2366,1940,1939,,588,104003
1,40,4,,,,,,,,0,0,0,,589,104004
1,40,5,,,,,,,,0,0,0,,590,104005
1,40,6,LPM (*),,,,Mardock,ZERO,Szpieguj,2,1141,5992,,591,104006
1,40,7,Vomir (29 min),,,,Karlos02,CO5G,Szpieguj,247,39,5576,,592,104007
1,40,8,Wąchock (35 min),,,i,comrack,-,Szpieguj,661,43,42,,593,104008
1,40,9,,,,,,,,0,0,0,,594,104009
1,41,1,,,,,,,,0,0,0,,601,104101
1,41,10,Kolonia (34 min),,,,czes,-,Szpieguj,618,44,5553,,610,104110
1,41,11,,,,,,,,0,0,0,,611,104111
1,41,12,Planeta macierzysta (35 min),,,,czes,-,Szpieguj,618,44,43,,612,104112
1,41,13,,,,,,,,0,0,0,,613,104113
1,41,14,,,,,,,,0,0,0,,614,104114
1,41,15,,,,,,,,0,0,0,,615,104115
1,41,2,,,,,,,,0,0,0,,602,104102
1,41,3,,,,,,,,0,0,0,,603,104103
1,41,4,Planeta macierzysta,,,u,apolinary,-,Szpieguj,162,1941,1940,,604,104104
1,41,5,Planeta macierzysta,,,i,TauCeti,-,Szpieguj,1539,1047,1046,,605,104105
1,41,6,Kolonia (34 min),,,,czes,-,Szpieguj,618,44,4867,,606,104106
1,41,7,Kolonia,,,u,apolinary,-,Szpieguj,162,1941,4061,,607,104107
1,41,8,,,,,,,,0,0,0,,608,104108
1,41,9,Dzieci Duchy (19 min),,,,ghost92,ZERO,Szpieguj,88,1017,3826,,609,104109
1,42,1,,,,,,,,0,0,0,,616,104201
1,42,10,,,,,,,,0,0,0,,625,104210
1,42,11,T-rex,,,,kdrs,MnS,Szpieguj,284,45,44,,626,104211
1,42,12,Planeta macierzysta,,,i,adis99,-,Szpieguj,1987,1048,1047,,627,104212
1,42,13,,,,,,,,0,0,0,,628,104213
1,42,14,,,,,,,,0,0,0,,629,104214
1,42,15,,,,,,,,0,0,0,,630,104215
1,42,2,,,,,,,,0,0,0,,617,104202
1,42,3,Planeta macierzysta,,,i,dsadasw,-,Szpieguj,2367,1942,1941,,618,104203
1,42,4,,,,,,,,0,0,0,,619,104204
1,42,5,Kolonia,"śr: 7.141, temp: 21",,,czes,-,Szpieguj,618,44,4552,,620,104205
1,42,6,Kolonia (29 min),,,,Karlos02,CO5G,Szpieguj,247,39,6573,,621,104206
1,42,7,,,,,,,,0,0,0,,622,104207
1,42,8,Snikers,,,i,comrack,-,Szpieguj,661,43,2899,,623,104208
1,42,9,,,,,,,,0,0,0,,624,104209
1,43,1,,,,,,,,0,0,0,,631,104301
1,43,10,Main Planet,,,i,polikon,-,Szpieguj,2503,2716,5650,,640,104310
1,43,11,,,,,,,,0,0,0,,641,104311
1,43,12,,,,,,,,0,0,0,,642,104312
1,43,13,,,,,,,,0,0,0,,643,104313
1,43,14,,,,,,,,0,0,0,,644,104314
1,43,15,,,,,,,,0,0,0,,645,104315
1,43,2,,,,,,,,0,0,0,,632,104302
1,43,3,,,,,,,,0,0,0,,633,104303
1,43,4,,,,,,,,0,0,0,,634,104304
1,43,5,,,,,,,,0,0,0,,635,104305
1,43,6,,,,,,,,0,0,0,,636,104306
1,43,7,Planeta Syn,,,u,Pojedynczy,-,Szpieguj,499,132,3249,,637,104307
1,43,8,Mirko (39 min),,"Metal: 14.700, Kryształ: 6.300",i,Light,-,Szpieguj,1124,1049,1048,,638,104308
1,43,9,,,,,,,,0,0,0,,639,104309
1,44,1,,,,,,,,0,0,0,,646,104401
1,44,10,M12,,,i,Flash,-,Szpieguj,898,1050,1049,,655,104410
1,44,11,,,,,,,,0,0,0,,656,104411
1,44,12,,,,,,,,0,0,0,,657,104412
1,44,13,,,,,,,,0,0,0,,658,104413
1,44,14,,,,,,,,0,0,0,,659,104414
1,44,15,,,,,,,,0,0,0,,660,104415
1,44,2,,,,,,,,0,0,0,,647,104402
1,44,3,,,,,,,,0,0,0,,648,104403
1,44,4,Main Planet,,,i,tumosar,-,Szpieguj,2504,2717,5670,,649,104404
1,44,5,MGmieszaBigosŁokciem (*),,,,Mrocb,ZERO,Szpieguj,25,47,46,,650,104405
1,44,6,Hades,,,u,Yettos,-,Szpieguj,524,233,5283,,651,104406
1,44,7,Planeta macierzysta (*),,,,Mrocb,ZERO,Szpieguj,25,47,2517,,652,104407
1,44,8,Kolonia,,,u,JK.,-,Szpieguj,812,15,4916,,653,104408
1,44,9,M11,,,i,Flash,-,Szpieguj,898,1050,3395,,654,104409
1,45,1,,,,,,,,0,0,0,,661,104501
1,45,10,Planeta macierzysta (*),,,,kososki,-,Szpieguj,557,1943,1942,,670,104510
1,45,11,ROOT_11,,,u,m_n_ms,-,Szpieguj,2193,1051,1050,,671,104511
1,45,12,Planeta macierzysta,,,i,Goyas,-,Szpieguj,1225,48,47,,672,104512
1,45,13,Kolonia (*),,,,kososki,-,Szpieguj,557,1943,4950,,673,104513
1,45,14,,,,,,,,0,0,0,,674,104514
1,45,15,,,,,,,,0,0,0,,675,104515
1,45,2,,,,,,,,0,0,0,,662,104502
1,45,3,,,,,,,,0,0,0,,663,104503
1,45,4,,,,,,,,0,0,0,,664,104504
1,45,5,Karabeusz,,,i,Pocikola,-,Szpieguj,1241,2718,5717,,665,104505
1,45,6,Kolonia (31 min),,,,kososki,-,Szpieguj,557,1943,6523,,666,104506
1,45,7,ROOT_7,,,u,m_n_ms,-,Szpieguj,2193,1051,3821,,667,104507
1,45,8,ROOT_8,,,u,m_n_ms,-,Szpieguj,2193,1051,3171,,668,104508
1,45,9,ROOT_9,,,u,m_n_ms,-,Szpieguj,2193,1051,2742,,669,104509
1,46,1,,,,,,,,0,0,0,,676,104601
1,46,10,BRANCH_10,,,u,m_n_ms,-,Szpieguj,2193,1051,4824,,685,104610
1,46,11,Yebać PIS (19 min),,,,covalic,LUMP,Szpieguj,798,2719,5718,,686,104611
1,46,12,Kolonia (31 min),,,,kososki,-,Szpieguj,557,1943,6049,,687,104612
1,46,13,,,,,,,,0,0,0,,688,104613
1,46,14,,,,,,,,0,0,0,,689,104614
1,46,15,,,,,,,,0,0,0,,690,104615
1,46,2,,,,,,,,0,0,0,,677,104602
1,46,3,,,,,,,,0,0,0,,678,104603
1,46,4,Czerwona,,,,MamCieNaHita,-,Szpieguj,300,49,48,,679,104604
1,46,5,,,,,,,,0,0,0,,680,104605
1,46,6,Planeta macierzysta,,,i,voidmain,-,Szpieguj,2368,1944,1943,,681,104606
1,46,7,Lasy Tethyru,,,u,levzor,-,Szpieguj,1053,1052,2912,,682,104607
1,46,8,Anti-AE (*),,,,mathkaczy,CO5G,Szpieguj,137,1182,4432,,683,104608
1,46,9,Suldanessellar,,,u,levzor,-,Szpieguj,1053,1052,1051,,684,104609
1,47,1,,,,,,,,0,0,0,,691,104701
1,47,10,Main Planet (26 min),,,i,hub33k,-,Szpieguj,2194,1053,1052,,700,104710
1,47,11,Kolonia (26 min),,,,covalic,LUMP,Szpieguj,798,2719,6434,,701,104711
1,47,12,Planeta macierzysta (26 min),,,i,MiszkaFisznan,-,Szpieguj,1143,50,49,,702,104712
1,47,13,,,,,,,,0,0,0,,703,104713
1,47,14,,,,,,,,0,0,0,,704,104714
1,47,15,,,,,,,,0,0,0,,705,104715
1,47,2,,,,,,,,0,0,0,,692,104702
1,47,3,Planeta macierzysta (26 min),,,i,dziurex19,-,Szpieguj,2505,2720,5823,,693,104703
1,47,4,,,,,,,,0,0,0,,694,104704
1,47,5,,,,,,,,0,0,0,,695,104705
1,47,6,,,,,,,,0,0,0,,696,104706
1,47,7,,,,,,,,0,0,0,,697,104707
1,47,8,Niebieska,,,,MamCieNaHita,-,Szpieguj,300,49,2977,,698,104708
1,47,9,Main Planet (26 min),,,i,Lanther,-,Szpieguj,1726,1945,1944,,699,104709
1,48,1,,,,,,,,0,0,0,,706,104801
1,48,10,,,,,,,,0,0,0,,715,104810
1,48,11,Planeta macierzysta (38 min),,,i,Paproch,-,Szpieguj,1458,1946,1945,,716,104811
1,48,12,,,,,,,,0,0,0,,717,104812
1,48,13,,,,,,,,0,0,0,,718,104813
1,48,14,,,,,,,,0,0,0,,719,104814
1,48,15,,,,,,,,0,0,0,,720,104815
1,48,2,,,,,,,,0,0,0,,707,104802
1,48,3,,,,,,,,0,0,0,,708,104803
1,48,4,,,,,,,,0,0,0,,709,104804
1,48,5,Planeta macierzysta (38 min),,,i,Oberdor,-,Szpieguj,1504,1054,1053,,710,104805
1,48,6,,,,,,,,0,0,0,,711,104806
1,48,7,Planeta macierzysta,,,,Jebak,-,Szpieguj,893,51,50,,712,104807
1,48,8,Zielona,,,,MamCieNaHita,-,Szpieguj,300,49,3820,,713,104808
1,48,9,,,,,,,,0,0,0,,714,104809
1,49,1,,,,,,,,0,0,0,,721,104901
1,49,10,Kolonia (34 min),,,,Diobel,-,Szpieguj,698,2721,6419,,730,104910
1,49,11,Main Planet (38 min),,,i,Morten,-,Szpieguj,1520,1055,1054,,731,104911
1,49,12,,,,,,,,0,0,0,,732,104912
1,49,13,,,,,,,,0,0,0,,733,104913
1,49,14,,,,,,,,0,0,0,,734,104914
1,49,15,,,,,,,,0,0,0,,735,104915
1,49,2,,,,,,,,0,0,0,,722,104902
1,49,3,,,,,,,,0,0,0,,723,104903
1,49,4,1 (20 min),,,,marsjanin,MnS,Szpieguj,72,52,51,,724,104904
1,49,5,Planeta Gówna (*),,,,Diobel,-,Szpieguj,698,2721,5840,,725,104905
1,49,6,Ułan Bator,,,,Tumurochir,-,Szpieguj,1010,1947,1946,,726,104906
1,49,7,Kolonia (34 min),,,,Diobel,-,Szpieguj,698,2721,6095,,727,104907
1,49,8,Żółta,,,,MamCieNaHita,-,Szpieguj,300,49,5077,,728,104908
1,49,9,Kolonia (34 min),,,,Diobel,-,Szpieguj,698,2721,6182,,729,104909
1,50,1,,,,,,,,0,0,0,,736,105001
1,50,10,,,,,,,,0,0,0,,745,105010
1,50,11,,,,,,,,0,0,0,,746,105011
1,50,12,,,,,,,,0,0,0,,747,105012
1,50,13,,,,,,,,0,0,0,,748,105013
1,50,14,,,,,,,,0,0,0,,749,105014
1,50,15,,,,,,,,0,0,0,,750,105015
1,50,2,,,,,,,,0,0,0,,737,105002
1,50,3,,,,,,,,0,0,0,,738,105003
1,50,4,,,,,,,,0,0,0,,739,105004
1,50,5,Main Planet (37 min),,,i,Xivense,-,Szpieguj,1988,1056,1055,,740,105005
1,50,6,Erna (*),,,,BloodyBastard,-,Szpieguj,333,2031,3911,,741,105006
1,50,7,Main Planet (37 min),,,i,Delta503,-,Szpieguj,2048,1948,1947,,742,105007
1,50,8,,,,,,,,0,0,0,,743,105008
1,50,9,,,,,,,,0,0,0,,744,105009
1,51,1,,,,,,,,0,0,0,,751,105101
1,51,10,Kolonia,,,,Aneurin,-,Szpieguj,422,2000,5649,,760,105110
1,51,11,,,,,,,,0,0,0,,761,105111
1,51,12,,,,,,,,0,0,0,,762,105112
1,51,13,,,,,,,,0,0,0,,763,105113
1,51,14,,,,,,,,0,0,0,,764,105114
1,51,15,,,,,,,,0,0,0,,765,105115
1,51,2,,,,,,,,0,0,0,,752,105102
1,51,3,jeden (*),,,,Mrocb,ZERO,Szpieguj,25,47,3873,,753,105103
1,51,4,Main Planet (36 min),,,i,Vittware,-,Szpieguj,1727,1949,1948,,754,105104
1,51,5,Blaneda dzurga (36 min),,,i,elo,-,Szpieguj,1081,54,2694,,755,105105
1,51,6,Blaneda madka (36 min),,,i,elo,-,Szpieguj,1081,54,53,,756,105106
1,51,7,,,,,,,,0,0,0,,757,105107
1,51,8,,,,,,,,0,0,0,,758,105108
1,51,9,,,,,,,,0,0,0,,759,105109
1,52,1,,,,,,,,0,0,0,,766,105201
1,52,10,Kaladan,"śr: 8.717, temp: -58",,,makap,ZERO,Szpieguj,144,55,54,,775,105210
1,52,11,Planeta macierzysta,,,i,cybertron,-,Szpieguj,1920,2722,5866,,776,105211
1,52,12,,,,,,,,0,0,0,,777,105212
1,52,13,,,,,,,,0,0,0,,778,105213
1,52,14,,,,,,,,0,0,0,,779,105214
1,52,15,,,,,,,,0,0,0,,780,105215
1,52,2,,,,,,,,0,0,0,,767,105202
