Gal,System,Pos,Planeta / Nazwa (Aktywność),Księżyc,PZ,Status,Gracz,Sojusz,Akcja,Pozycja,PlayerId,PlanetId,Komentarz covidu,,
,,,5739 planet / 9 opuszczonych,230 moonów,,,zielony = idler,1813 idlerów,,,,, by matej & polkin3run & rabus,,
,,,,,,,,,,,,,,,
2,180,14,,,,,,,,0,0,0,,6449,218014
2,180,15,,,,,,,,0,0,0,,6450,218015
2,180,2,,,,,,,,0,0,0,,6437,218002
2,180,3,,,,,,,,0,0,0,,6438,218003
2,180,4,,,,,,,,0,0,0,,6439,218004
2,180,5,,,,,,,,0,0,0,,6440,218005
2,180,6,Kolonia,"śr: 8.888, temp: 32",,,vAxel,EiR,Szpieguj,35,2184,3557,,6441,218006
2,180,7,Purpurowy Kutacz,,,u,kapitan_bomba,-,Szpieguj,897,2258,3976,,6442,218007
2,180,8,krysztalowy kasztan,,,,longinus,-,Szpieguj,456,1396,3390,,6443,218008
2,180,9,dolina muminkow,,,,longinus,-,Szpieguj,456,1396,1395,,6444,218009
2,181,1,,,,,,,,0,0,0,,6451,218101
2,181,10,,,,,,,,0,0,0,,6460,218110
2,181,11,,,,,,,,0,0,0,,6461,218111
2,181,12,,,,,,,,0,0,0,,6462,218112
2,181,13,,,,,,,,0,0,0,,6463,218113
2,181,14,,,,,,,,0,0,0,,6464,218114
2,181,15,,,,,,,,0,0,0,,6465,218115
2,181,2,,,,,,,,0,0,0,,6452,218102
2,181,3,,,,,,,,0,0,0,,6453,218103
2,181,4,,,,,,,,0,0,0,,6454,218104
2,181,5,,,,,,,,0,0,0,,6455,218105
2,181,6,Planeta macierzysta,,,i,JaMRK,-,Szpieguj,2009,1397,1396,,6456,218106
2,181,7,Planeta macierzysta,,,i,arcy,-,Szpieguj,1744,2256,2255,,6457,218107
2,181,8,Alpha (45 min),,,,zb0oj,-,Szpieguj,80,438,437,,6458,218108
2,181,9,,,,,,,,0,0,0,,6459,218109
2,182,1,,,,,,,,0,0,0,,6466,218201
2,182,10,Planeta macierzysta,,"Metal: 355, Kryształ: 444",i,Ero_sombrero,-,Szpieguj,1145,2257,2256,,6475,218210
2,182,11,Kolonia,,,i,Ero_sombrero,-,Szpieguj,1145,2257,4325,,6476,218211
2,182,12,Bobra (36 min),,,,Haremloszek,MnS,Szpieguj,103,1398,1397,,6477,218212
2,182,13,,,,,,,,0,0,0,,6478,218213
2,182,14,,,,,,,,0,0,0,,6479,218214
2,182,15,,,,,,,,0,0,0,,6480,218215
2,182,2,,,,,,,,0,0,0,,6467,218202
2,182,3,,,,,,,,0,0,0,,6468,218203
2,182,4,,,,,,,,0,0,0,,6469,218204
2,182,5,,,,,,,,0,0,0,,6470,218205
2,182,6,,,,,,,,0,0,0,,6471,218206
2,182,7,Czochraj (43 min),,,,Haremloszek,MnS,Szpieguj,103,1398,3898,,6472,218207
2,182,8,Kolonia,,,,Winner1988,EiR,Szpieguj,6,71,4724,,6473,218208
2,182,9,Planeta macierzysta,,,i,DUBA,-,Szpieguj,1778,439,438,,6474,218209
2,183,1,,,,,,,,0,0,0,,6481,218301
2,183,10,Planeta macierzysta,,,i,lolson21,-,Szpieguj,2135,440,439,,6490,218310
2,183,11,,,,,,,,0,0,0,,6491,218311
2,183,12,,,,,,,,0,0,0,,6492,218312
2,183,13,,,,,,,,0,0,0,,6493,218313
2,183,14,,,,,,,,0,0,0,,6494,218314
2,183,15,,,,,,,,0,0,0,,6495,218315
2,183,2,,,,,,,,0,0,0,,6482,218302
2,183,3,Aurelia,,,,Kyras,-,Szpieguj,505,1399,1398,,6483,218303
2,183,4,,,,,,,,0,0,0,,6484,218304
2,183,5,,,,,,,,0,0,0,,6485,218305
2,183,6,,,,,,,,0,0,0,,6486,218306
2,183,7,Meridian,,,,Kyras,-,Szpieguj,505,1399,5507,,6487,218307
2,183,8,Calderis,,,,Kyras,-,Szpieguj,505,1399,2907,,6488,218308
2,183,9,,,,,,,,0,0,0,,6489,218309
2,184,1,,,,,,,,0,0,0,,6496,218401
2,184,10,,,,,,,,0,0,0,,6505,218410
2,184,11,,,,,,,,0,0,0,,6506,218411
2,184,12,,,,,,,,0,0,0,,6507,218412
2,184,13,,,,,,,,0,0,0,,6508,218413
2,184,14,,,,,,,,0,0,0,,6509,218414
2,184,15,,,,,,,,0,0,0,,6510,218415
2,184,2,,,,,,,,0,0,0,,6497,218402
2,184,3,,,,,,,,0,0,0,,6498,218403
2,184,4,,,,,,,,0,0,0,,6499,218404
2,184,5,Planeta macierzysta,,,i,Bartek40,-,Szpieguj,2010,1400,1399,,6500,218405
2,184,6,Main Planet,,,i,vikiteg542,-,Szpieguj,2136,441,440,,6501,218406
2,184,7,,,,,,,,0,0,0,,6502,218407
2,184,8,Kolonia,,,,zusto198,-,Szpieguj,302,1120,6179,,6503,218408
2,184,9,Q-tax,,,u,kapitan_bomba,-,Szpieguj,897,2258,2257,,6504,218409
2,185,1,,,,,,,,0,0,0,,6511,218501
2,185,10,,,,,,,,0,0,0,,6520,218510
2,185,11,,,,,,,,0,0,0,,6521,218511
2,185,12,,,,,,,,0,0,0,,6522,218512
2,185,13,,,,,,,,0,0,0,,6523,218513
2,185,14,,,,,,,,0,0,0,,6524,218514
2,185,15,,,,,,,,0,0,0,,6525,218515
2,185,2,,,,,,,,0,0,0,,6512,218502
2,185,3,,,,,,,,0,0,0,,6513,218503
2,185,4,,,,,,,,0,0,0,,6514,218504
2,185,5,Main Planet,,,i,qwerty,-,Szpieguj,2011,1401,1400,,6515,218505
2,185,6,,,,,,,,0,0,0,,6516,218506
2,185,7,Planeta macierzysta,,,,patrykqopos,-,Szpieguj,889,2259,2258,,6517,218507
2,185,8,,,,,,,,0,0,0,,6518,218508
2,185,9,22 (26 min),,,,sp1der,-,Szpieguj,37,8,3008,,6519,218509
2,186,1,,,,,,,,0,0,0,,6526,218601
2,186,10,Kolonia,,,,patrykqopos,-,Szpieguj,889,2259,4501,,6535,218610
2,186,11,,,,,,,,0,0,0,,6536,218611
2,186,12,,,,,,,,0,0,0,,6537,218612
2,186,13,,,,,,,,0,0,0,,6538,218613
2,186,14,,,,,,,,0,0,0,,6539,218614
2,186,15,,,,,,,,0,0,0,,6540,218615
2,186,2,,,,,,,,0,0,0,,6527,218602
2,186,3,Planeta macierzysta,,,i,sztimpfer,-,Szpieguj,1274,1402,1401,,6528,218603
2,186,4,,,,,,,,0,0,0,,6529,218604
2,186,5,,,,,,,,0,0,0,,6530,218605
2,186,6,,,,,,,,0,0,0,,6531,218606
2,186,7,Planeta z bali (*),,,,pziobro,-,Szpieguj,319,2421,6503,,6532,218607
2,186,8,Planeta macierzysta,,,i,wogvorph,-,Szpieguj,1583,443,442,,6533,218608
2,186,9,,,,,,,,0,0,0,,6534,218609
2,187,1,,,,,,,,0,0,0,,6541,218701
2,187,10,,,,,,,,0,0,0,,6550,218710
2,187,11,Farma 2,,,,Nalesnior,-,Szpieguj,418,2260,4454,,6551,218711
2,187,12,,,,,,,,0,0,0,,6552,218712
2,187,13,,,,,,,,0,0,0,,6553,218713
2,187,14,,,,,,,,0,0,0,,6554,218714
2,187,15,,,,,,,,0,0,0,,6555,218715
2,187,2,,,,,,,,0,0,0,,6542,218702
2,187,3,,,,,,,,0,0,0,,6543,218703
2,187,4,,,,,,,,0,0,0,,6544,218704
2,187,5,,,,,,,,0,0,0,,6545,218705
2,187,6,Zbożownia,,,,Nalesnior,-,Szpieguj,418,2260,2259,,6546,218706
2,187,7,Farma 1,"śr: 8.660, temp: -30",,,Nalesnior,-,Szpieguj,418,2260,3552,,6547,218707
2,187,8,Main Planet,,,i,Vender,-,Szpieguj,1521,1403,1402,,6548,218708
2,187,9,,,,,,,,0,0,0,,6549,218709
2,188,1,,,,,,,,0,0,0,,6556,218801
2,188,10,,,,,,,,0,0,0,,6565,218810
2,188,11,Planeta macierzysta,,,i,twisted,-,Szpieguj,2421,2261,2260,,6566,218811
2,188,12,Volcan III,,,i,Makurise,-,Szpieguj,870,445,5545,,6567,218812
2,188,13,,,,,,,,0,0,0,,6568,218813
2,188,14,,,,,,,,0,0,0,,6569,218814
2,188,15,,,,,,,,0,0,0,,6570,218815
2,188,2,,,,,,,,0,0,0,,6557,218802
2,188,3,Volcan,,,i,Makurise,-,Szpieguj,870,445,444,,6558,218803
2,188,4,strapwdup (*),,,,andrzejek666,-,Szpieguj,275,449,4251,,6559,218804
2,188,5,Volcan II,,,i,Makurise,-,Szpieguj,870,445,5329,,6560,218805
2,188,6,,,,,,,,0,0,0,,6561,218806
2,188,7,Kolonia,,,u,Pojedynczy,-,Szpieguj,499,132,5310,,6562,218807
2,188,8,Planeta nie rządowa,,,i,comrack,-,Szpieguj,661,43,3330,,6563,218808
2,188,9,,,,,,,,0,0,0,,6564,218809
2,189,1,,,,,,,,0,0,0,,6571,218901
2,189,10,Krak,,,,Ojaznowuogame,-,Szpieguj,217,2254,5443,,6580,218910
2,189,11,,,,,,,,0,0,0,,6581,218911
2,189,12,,,,,,,,0,0,0,,6582,218912
2,189,13,,,,,,,,0,0,0,,6583,218913
2,189,14,,,,,,,,0,0,0,,6584,218914
2,189,15,,,,,,,,0,0,0,,6585,218915
2,189,2,,,,,,,,0,0,0,,6572,218902
2,189,3,Planeta macierzysta,,,i,Ola,-,Szpieguj,1205,1404,1403,,6573,218903
2,189,4,,,,,,,,0,0,0,,6574,218904
2,189,5,Planeta macierzysta,,,i,domino,-,Szpieguj,1891,2262,2261,,6575,218905
2,189,6,,,,,,,,0,0,0,,6576,218906
2,189,7,,,,,,,,0,0,0,,6577,218907
2,189,8,Kolonia,,,i,chuck92,AC/DC,Szpieguj,1030,1664,3920,,6578,218908
2,189,9,Planeta macierzysta,,,i,oo__oo,-,Szpieguj,1479,446,445,,6579,218909
2,190,1,,,,,,,,0,0,0,,6586,219001
2,190,10,Planeta macierzysta,,,i,Virus,-,Szpieguj,2137,447,446,,6595,219010
2,190,11,,,,,,,,0,0,0,,6596,219011
2,190,12,,,,,,,,0,0,0,,6597,219012
2,190,13,,,,,,,,0,0,0,,6598,219013
2,190,14,,,,,,,,0,0,0,,6599,219014
2,190,15,,,,,,,,0,0,0,,6600,219015
2,190,2,,,,,,,,0,0,0,,6587,219002
2,190,3,,,,,,,,0,0,0,,6588,219003
2,190,4,Gachi - 5,,,,Protosser,BOB,Szpieguj,111,2384,5013,,6589,219004
2,190,5,,,,,,,,0,0,0,,6590,219005
2,190,6,Main Planet,,,i,mic,-,Szpieguj,2069,2263,2262,,6591,219006
2,190,7,Jörmungandr (*),"śr: 8.602, temp: -27",,,loki_the_prankster,MnS,Szpieguj,92,502,2652,,6592,219007
2,190,8,Kolonia,,,,dAvID__,EiR,Szpieguj,126,157,5906,,6593,219008
2,190,9,,,,,,,,0,0,0,,6594,219009
2,191,1,Chomikon-E (*),,,,Omikens,BOB,Szpieguj,110,2264,5933,,6601,219101
2,191,10,Chomikus (*),,,,Omikens,BOB,Szpieguj,110,2264,2263,,6610,219110
2,191,11,Chomikon-D,,,,Omikens,BOB,Szpieguj,110,2264,5399,,6611,219111
2,191,12,,,,,,,,0,0,0,,6612,219112
2,191,13,,,,,,,,0,0,0,,6613,219113
2,191,14,,,,,,,,0,0,0,,6614,219114
2,191,15,,,,,,,,0,0,0,,6615,219115
2,191,2,,,,,,,,0,0,0,,6602,219102
2,191,3,,,,,,,,0,0,0,,6603,219103
2,191,4,Chomikon-C,,,,Omikens,BOB,Szpieguj,110,2264,4519,,6604,219104
2,191,5,Prądnik (19 min),,,,Xfarmer1,MnS,Szpieguj,148,1405,1404,,6605,219105
2,191,6,SasiadMnieBroni (19 min),,,,xHipolit,MnS,Szpieguj,49,1016,3392,,6606,219106
2,191,7,Chomikon-B,,,,Omikens,BOB,Szpieguj,110,2264,3966,,6607,219107
2,191,8,Planeta macierzysta,,,i,Niemiec93,-,Szpieguj,1779,448,447,,6608,219108
2,191,9,Chomikon-A,,,,Omikens,BOB,Szpieguj,110,2264,3263,,6609,219109
2,192,1,,,,,,,,0,0,0,,6616,219201
2,192,10,Tollana (37 min),,,,MrD,-,Szpieguj,90,1406,1405,,6625,219210
2,192,11,Lankara,,,,MrD,-,Szpieguj,90,1406,5722,,6626,219211
2,192,12,,,,,,,,0,0,0,,6627,219212
2,192,13,,,,,,,,0,0,0,,6628,219213
2,192,14,,,,,,,,0,0,0,,6629,219214
2,192,15,,,,,,,,0,0,0,,6630,219215
2,192,2,,,,,,,,0,0,0,,6617,219202
2,192,3,,,,,,,,0,0,0,,6618,219203
2,192,4,NoX,,,,MrD,-,Szpieguj,90,1406,3146,,6619,219204
2,192,5,Abydos,,,,MrD,-,Szpieguj,90,1406,3420,,6620,219205
2,192,6,Chulak (*),,,,MrD,-,Szpieguj,90,1406,4160,,6621,219206
2,192,7,wgumie100 (*),,,,andrzejek666,-,Szpieguj,275,449,448,,6622,219207
2,192,8,bezgumy50 (*),,,,andrzejek666,-,Szpieguj,275,449,3190,,6623,219208
2,192,9,Dakara,,,,MrD,-,Szpieguj,90,1406,5153,,6624,219209
2,193,1,,,,,,,,0,0,0,,6631,219301
2,193,10,Kolonia,,,,achtunki,CB,Szpieguj,273,450,6532,,6640,219310
2,193,11,,,,,,,,0,0,0,,6641,219311
2,193,12,,,,,,,,0,0,0,,6642,219312
2,193,13,,,,,,,,0,0,0,,6643,219313
2,193,14,,,,,,,,0,0,0,,6644,219314
2,193,15,,,,,,,,0,0,0,,6645,219315
2,193,2,,,,,,,,0,0,0,,6632,219302
2,193,3,,,,,,,,0,0,0,,6633,219303
2,193,4,Planeta macierzysta,,,i,Tablis,-,Szpieguj,1485,2265,2264,,6634,219304
2,193,5,,,,,,,,0,0,0,,6635,219305
2,193,6,Reich I (25 min),,,,achtunki,CB,Szpieguj,273,450,449,,6636,219306
2,193,7,Reich II (27 min),,,,achtunki,CB,Szpieguj,273,450,3365,,6637,219307
2,193,8,Reich III (27 min),,,,achtunki,CB,Szpieguj,273,450,4636,,6638,219308
2,193,9,Reich IV,,,,achtunki,CB,Szpieguj,273,450,5298,,6639,219309
2,194,1,,,,,,,,0,0,0,,6646,219401
2,194,10,,,,,,,,0,0,0,,6655,219410
2,194,11,,,,,,,,0,0,0,,6656,219411
2,194,12,,,,,,,,0,0,0,,6657,219412
2,194,13,,,,,,,,0,0,0,,6658,219413
2,194,14,,,,,,,,0,0,0,,6659,219414
2,194,15,,,,,,,,0,0,0,,6660,219415
2,194,2,,,,,,,,0,0,0,,6647,219402
2,194,3,,,,,,,,0,0,0,,6648,219403
2,194,4,Planeta macierzysta,,,i,qmato,-,Szpieguj,1168,1407,1406,,6649,219404
2,194,5,strapwmord (*),,,,andrzejek666,-,Szpieguj,275,449,5238,,6650,219405
2,194,6,Planeta macierzysta,,,,Ceko,-,Szpieguj,1098,451,450,,6651,219406
2,194,7,MERS,,,u,Fras,-,Szpieguj,660,2266,3323,,6652,219407
2,194,8,SARS,,,u,Fras,-,Szpieguj,660,2266,3091,,6653,219408
2,194,9,Covid-19-Zaraza,,,u,Fras,-,Szpieguj,660,2266,2265,,6654,219409
2,195,1,,,,,,,,0,0,0,,6661,219501
2,195,10,Planeta macierzysta,,,i,szMMina,-,Szpieguj,2237,1408,1407,,6670,219510
2,195,11,,,,,,,,0,0,0,,6671,219511
2,195,12,,,,,,,,0,0,0,,6672,219512
2,195,13,,,,,,,,0,0,0,,6673,219513
2,195,14,,,,,,,,0,0,0,,6674,219514
2,195,15,,,,,,,,0,0,0,,6675,219515
2,195,2,,,,,,,,0,0,0,,6662,219502
2,195,3,,,,,,,,0,0,0,,6663,219503
2,195,4,Planeta macierzysta,,,i,Xitricide,-,Szpieguj,1945,452,451,,6664,219504
2,195,5,,,,,,,,0,0,0,,6665,219505
2,195,6,,,,,,,,0,0,0,,6666,219506
2,195,7,Foxtrot (46 min),,,,zb0oj,-,Szpieguj,80,438,6493,,6667,219507
2,195,8,Kolonia (*),,,,Haratacz,-,Szpieguj,121,1221,5552,,6668,219508
2,195,9,,,,,,,,0,0,0,,6669,219509
2,196,1,,,,,,,,0,0,0,,6676,219601
2,196,10,,,,,,,,0,0,0,,6685,219610
2,196,11,,,,,,,,0,0,0,,6686,219611
2,196,12,,,,,,,,0,0,0,,6687,219612
2,196,13,,,,,,,,0,0,0,,6688,219613
2,196,14,,,,,,,,0,0,0,,6689,219614
2,196,15,,,,,,,,0,0,0,,6690,219615
2,196,2,,,,,,,,0,0,0,,6677,219602
2,196,3,Planeta macierzysta,,,i,Okrim,-,Szpieguj,1293,2268,2267,,6678,219603
2,196,4,,,,,,,,0,0,0,,6679,219604
2,196,5,,,,,,,,0,0,0,,6680,219605
2,196,6,Puperian,,,i,kloner11,-,Szpieguj,1352,453,452,,6681,219606
2,196,7,Planeta macierzysta,,,i,orjannilsen1,-,Szpieguj,1275,1409,1408,,6682,219607
2,196,8,Do,,,,Licho,ZERO,Szpieguj,40,1164,3089,,6683,219608
2,196,9,Jumbo,,,,kebabowicz,EiR,Szpieguj,24,29,5982,,6684,219609
2,197,1,,,,,,,,0,0,0,,6691,219701
2,197,10,,,,,,,,0,0,0,,6700,219710
2,197,11,,,,,,,,0,0,0,,6701,219711
2,197,12,,,,,,,,0,0,0,,6702,219712
2,197,13,,,,,,,,0,0,0,,6703,219713
2,197,14,,,,,,,,0,0,0,,6704,219714
2,197,15,,,,,,,,0,0,0,,6705,219715
2,197,2,,,,,,,,0,0,0,,6692,219702
2,197,3,Planeta macierzysta,,,i,Morgrim,-,Szpieguj,1509,1410,1409,,6693,219703
2,197,4,Kolonia (*),,,,kenul,-,Szpieguj,1,2403,4003,,6694,219704
2,197,5,Kolonia (*),,,i,marcus_kane,-,Szpieguj,676,2471,5542,,6695,219705
2,197,6,Planeta macierzysta,,,i,test,-,Szpieguj,1670,454,453,,6696,219706
2,197,7,Kolonia,,,,gaius,LUMP,Szpieguj,42,31,2723,,6697,219707
2,197,8,P3,,,u,iselheim,-,Szpieguj,393,1672,4222,,6698,219708
2,197,9,Madka,,,,Farmozon,-,Szpieguj,7,2269,2268,,6699,219709
2,198,1,,,,,,,,0,0,0,,6706,219801
2,198,10,,,,,,,,0,0,0,,6715,219810
2,198,11,,,,,,,,0,0,0,,6716,219811
2,198,12,,,,,,,,0,0,0,,6717,219812
2,198,13,,,,,,,,0,0,0,,6718,219813
2,198,14,,,,,,,,0,0,0,,6719,219814
2,198,15,,,,,,,,0,0,0,,6720,219815
2,198,2,,,,,,,,0,0,0,,6707,219802
2,198,3,,,,,,,,0,0,0,,6708,219803
2,198,4,,,,,,,,0,0,0,,6709,219804
2,198,5,,,,,,,,0,0,0,,6710,219805
2,198,6,Planeta macierzysta,,,u,Rst00,-,Szpieguj,1089,1411,1410,,6711,219806
2,198,7,Main Planet,,,i,Luksor,-,Szpieguj,1363,455,454,,6712,219807
2,198,8,Planeta macierzysta,,,i,cwancykator,-,Szpieguj,1137,2270,2269,,6713,219808
2,198,9,Dwóch i pół (*),,,,Aiden7,BEST,Szpieguj,131,1567,4323,,6714,219809
2,199,1,,,,,,,,0,0,0,,6721,219901
2,199,10,Alpha,,,i,Imlazy,-,Szpieguj,868,1412,1411,,6730,219910
2,199,11,,,,,,,,0,0,0,,6731,219911
2,199,12,,,,,,,,0,0,0,,6732,219912
2,199,13,,,,,,,,0,0,0,,6733,219913
2,199,14,,,,,,,,0,0,0,,6734,219914
2,199,15,,,,,,,,0,0,0,,6735,219915
2,199,2,,,,,,,,0,0,0,,6722,219902
2,199,3,Planeta macierzysta,,,i,kapitanDupa2137,-,Szpieguj,1211,456,455,,6723,219903
2,199,4,,,,,,,,0,0,0,,6724,219904
2,199,5,,,,,,,,0,0,0,,6725,219905
2,199,6,Kolonia (*),,,,crouch3r,EiR,Szpieguj,5,541,5437,,6726,219906
2,199,7,Planeta macierzysta (20 min),,,,Trono,-,Szpieguj,202,2271,2270,,6727,219907
2,199,8,Majzlos (23 min),,,,Sonda Analna,EiR,Szpieguj,58,107,2803,,6728,219908
2,199,9,cztery (31 min),,,,ajan,-,Szpieguj,119,344,2776,,6729,219909
2,200,1,,,,,,,,0,0,0,,6736,220001
2,200,10,,,,,,,,0,0,0,,6745,220010
2,200,11,,,,,,,,0,0,0,,6746,220011
2,200,12,,,,,,,,0,0,0,,6747,220012
2,200,13,,,,,,,,0,0,0,,6748,220013
2,200,14,,,,,,,,0,0,0,,6749,220014
2,200,15,,,,,,,,0,0,0,,6750,220015
2,200,2,,,,,,,,0,0,0,,6737,220002
2,200,3,,,,,,,,0,0,0,,6738,220003
2,200,4,Planeta macierzysta,,,i,metinowyak,-,Szpieguj,1697,1413,1412,,6739,220004
2,200,5,,,,,,,,0,0,0,,6740,220005
2,200,6,Flubbershy (*),,,,slusaz16,KzB,Szpieguj,30,2215,5940,,6741,220006
2,200,7,K 2 KuTaŃSKI (*),,,,xXserialkillerXx,MnS,Szpieguj,66,394,4484,,6742,220007
2,200,8,Daphne,,,u,Ventaurs,-,Szpieguj,525,457,456,,6743,220008
2,200,9,Kashyyyk (36 min),,,,ArekJ,MnS,Szpieguj,79,16,4525,,6744,220009
2,201,1,,,,,,,,0,0,0,,6751,220101
2,201,10,,,,,,,,0,0,0,,6760,220110
2,201,11,Planeta macierzysta,,,u,pietrenko,-,Szpieguj,932,2272,2271,,6761,220111
2,201,12,,,,,,,,0,0,0,,6762,220112
2,201,13,,,,,,,,0,0,0,,6763,220113
2,201,14,,,,,,,,0,0,0,,6764,220114
2,201,15,,,,,,,,0,0,0,,6765,220115
2,201,2,,,,,,,,0,0,0,,6752,220102
2,201,3,,,,,,,,0,0,0,,6753,220103
2,201,4,Main Planet,,,i,ostrich,-,Szpieguj,2138,458,457,,6754,220104
2,201,5,,,,,,,,0,0,0,,6755,220105
2,201,6,Planeta macierzysta,,,i,Brajanusz,-,Szpieguj,2238,1414,1413,,6756,220106
2,201,7,Bravo (46 min),,,,zb0oj,-,Szpieguj,80,438,2640,,6757,220107
2,201,8,3-kolonia (*),,,,Knecht,-,Szpieguj,191,2273,5130,,6758,220108
2,201,9,Kolonia,,,u,pietrenko,-,Szpieguj,932,2272,2756,,6759,220109
2,202,1,,,,,,,,0,0,0,,6766,220201
2,202,10,Kolonia,,,,casuperu,-,Szpieguj,720,459,6338,,6775,220210
2,202,11,,,,,,,,0,0,0,,6776,220211
2,202,12,Planeta macierzysta,,,,casuperu,-,Szpieguj,720,459,458,,6777,220212
2,202,13,,,,,,,,0,0,0,,6778,220213
2,202,14,,,,,,,,0,0,0,,6779,220214
2,202,15,,,,,,,,0,0,0,,6780,220215
2,202,2,,,,,,,,0,0,0,,6767,220202
2,202,3,,,,,,,,0,0,0,,6768,220203
2,202,4,Mikroskopijna (22 min),,,,misiasty,T,Szpieguj,156,1415,1414,,6769,220204
2,202,5,Planeta matka (*),,,,Knecht,-,Szpieguj,191,2273,2272,,6770,220205
2,202,6,,,,,,,,0,0,0,,6771,220206
2,202,7,Jabłko (29 min),"śr: 8.124, temp: -19",,,lasek18,EiR,Szpieguj,3,125,3215,,6772,220207
2,202,8,Beta,,,i,Imlazy,-,Szpieguj,868,1412,2865,,6773,220208
2,202,9,pierwsza (23 min),,,,misiasty,T,Szpieguj,156,1415,3054,,6774,220209
2,203,1,,,,,,,,0,0,0,,6781,220301
2,203,10,,,,,,,,0,0,0,,6790,220310
2,203,11,Planeta macierzysta,,,i,Thematek87,RESIST,Szpieguj,1058,460,459,,6791,220311
2,203,12,,,,,,,,0,0,0,,6792,220312
2,203,13,,,,,,,,0,0,0,,6793,220313
2,203,14,,,,,,,,0,0,0,,6794,220314
2,203,15,,,,,,,,0,0,0,,6795,220315
2,203,2,,,,,,,,0,0,0,,6782,220302
2,203,3,Planeta macierzysta,,,,MrBosmer,-,Szpieguj,802,2274,2273,,6783,220303
2,203,4,,,,,,,,0,0,0,,6784,220304
2,203,5,,,,,,,,0,0,0,,6785,220305
2,203,6,,,,,,,,0,0,0,,6786,220306
2,203,7,,,,,,,,0,0,0,,6787,220307
2,203,8,1-kolonia (*),,,,Knecht,-,Szpieguj,191,2273,3600,,6788,220308
2,203,9,druga (23 min),,,,misiasty,T,Szpieguj,156,1415,3515,,6789,220309
2,204,1,,,,,,,,0,0,0,,6796,220401
2,204,10,Planeta macierzysta,,,i,PanTester,-,Szpieguj,1837,1416,1415,,6805,220410
2,204,11,,,,,,,,0,0,0,,6806,220411
2,204,12,Planeta macierzysta,,,i,Forey,-,Szpieguj,1480,461,460,,6807,220412
2,204,13,,,,,,,,0,0,0,,6808,220413
2,204,14,,,,,,,,0,0,0,,6809,220414
2,204,15,,,,,,,,0,0,0,,6810,220415
2,204,2,,,,,,,,0,0,0,,6797,220402
2,204,3,,,,,,,,0,0,0,,6798,220403
2,204,4,,,,,,,,0,0,0,,6799,220404
2,204,5,,,,,,,,0,0,0,,6800,220405
2,204,6,ABB (*),,,,Rzempal,-,Szpieguj,663,361,3367,,6801,220406
2,204,7,Doom,,,i,shaaky,-,Szpieguj,1073,2277,3355,,6802,220407
2,204,8,The Red Eye (33 min),"śr: 8.831, temp: -25",,,StachuStach,ZERO,Szpieguj,16,505,3682,,6803,220408
2,204,9,Planeta macierzysta,,,i,adiko333,-,Szpieguj,1892,2275,2274,,6804,220409
2,205,1,,,,,,,,0,0,0,,6811,220501
2,205,10,,,,,,,,0,0,0,,6820,220510
2,205,11,,,,,,,,0,0,0,,6821,220511
2,205,12,,,,,,,,0,0,0,,6822,220512
2,205,13,,,,,,,,0,0,0,,6823,220513
2,205,14,,,,,,,,0,0,0,,6824,220514
2,205,15,,,,,,,,0,0,0,,6825,220515
2,205,2,,,,,,,,0,0,0,,6812,220502
2,205,3,,,,,,,,0,0,0,,6813,220503
2,205,4,,,,,,,,0,0,0,,6814,220504
2,205,5,Varant (*),,,,ChaosHead,-,Szpieguj,123,2276,3112,,6815,220505
2,205,6,4-kolonia (*),,,,Knecht,-,Szpieguj,191,2273,6309,,6816,220506
2,205,7,Khorinis (*),,,,ChaosHead,-,Szpieguj,123,2276,2275,,6817,220507
2,205,8,gamma,,,,tymbarq,-,Szpieguj,380,462,3525,,6818,220508
2,205,9,alpha,,,,tymbarq,-,Szpieguj,380,462,461,,6819,220509
2,206,1,,,,,,,,0,0,0,,6826,220601
2,206,10,Old World (18 min),,,,Predator30,MnS,Szpieguj,68,819,4969,,6835,220610
2,206,11,Planeta macierzysta (42 min),,,i,koldan,RESIST,Szpieguj,996,463,462,,6836,220611
2,206,12,,,,,,,,0,0,0,,6837,220612
2,206,13,,,,,,,,0,0,0,,6838,220613
2,206,14,,,,,,,,0,0,0,,6839,220614
2,206,15,,,,,,,,0,0,0,,6840,220615
2,206,2,,,,,,,,0,0,0,,6827,220602
2,206,3,,,,,,,,0,0,0,,6828,220603
2,206,4,,,,,,,,0,0,0,,6829,220604
2,206,5,,,,,,,,0,0,0,,6830,220605
2,206,6,Kolonia,,,i,koldan,RESIST,Szpieguj,996,463,3560,,6831,220606
2,206,7,Kolonia,,,i,koldan,RESIST,Szpieguj,996,463,3045,,6832,220607
2,206,8,Asia (55 min),,,,janusz_mirek,-,Szpieguj,471,1418,1417,,6833,220608
2,206,9,SpaceX,,,i,shaaky,-,Szpieguj,1073,2277,2276,,6834,220609
2,207,1,,,,,,,,0,0,0,,6841,220701
2,207,10,,,,,,,,0,0,0,,6850,220710
2,207,11,Planeta macierzysta,,,i,2137 A.D.,-,Szpieguj,1946,464,463,,6851,220711
2,207,12,,,,,,,,0,0,0,,6852,220712
2,207,13,,,,,,,,0,0,0,,6853,220713
2,207,14,,,,,,,,0,0,0,,6854,220714
2,207,15,,,,,,,,0,0,0,,6855,220715
2,207,2,,,,,,,,0,0,0,,6842,220702
2,207,3,,,,,,,,0,0,0,,6843,220703
